UNIQUE_ID,UNIQUE_ID_new,Date,Company,Peer_group_root,Type_Template,Type_Listing,CapitalIQ_ID,CompanyId,Region,Country,ISIN,Ticker,Exchange,total_esg_score,governance_score,social_score,environment_score,E_1_1,E_1_2,E_1_3,E_1_4,E_1_5,E_1_6,E_1_7,E_1_8,E_1_9,E_1_10,E_1_11,E_1_12,E_1_1_1,E_1_2_1,E_1_2_2,E_1_2_3,E_1_2_4,E_1_2_6,E_1_2_7,E_1_2_8,E_1_3_2,E_1_3_3,E_1_3_4,E_1_3_5,E_1_7_0,E_1_7_1,E_1_7_2,E_2_1,E_2_2,E_2_1_1,E_2_1_2,E_2_1_3,E_2_1_4,E_2_1_5,E_2_1_6,E_2_1_7,E_2_1_8,E_2_1_9,E_2_1_10,E_3_2,E_3_1_1,E_3_1_2,E_3_1_3,E_3_1_4,E_3_1_5,E_3_1_6,E_3_1_7,E_3_1_8,E_3_1_9,E_3_1_10,E_3_1_11,E_3_1_12,E_3_1_13,E_3_1_14,E_3_1_15,E_3_1_16,E_3_1_17,G_1_1,G_1_2,G_1_3,G_1_4,G_1_5,G_1_1_1,G_1_3_1,G_1_3_2,G_1_3_3,G_1_3_4,G_1_3_5,G_1_4_1,G_1_4_3,G_1_4_4,G_1_4_5,G_1_4_6,G_2_1,G_2_2,G_2_3,G_2_4,G_2_5,G_2_6,G_2_7,G_2_8,G_2_9,G_2_10,G_2_11,G_2_12,G_2_13,G_2_5_1,G_3_1,G_3_2,G_3_4,G_3_3_1,S_1_1,S_1_2,S_1_3,S_1_4,S_1_5,S_1_6,S_1_7,S_1_1_1,S_1_5_1,S_1_6_1,S_1_6_2,S_1_6_3,S_1_6_4,S_1_6_5,S_1_6_6,S_1_6_2_1,S_2_1,S_2_2,S_2_3,S_2_1_1,S_2_1_2,S_2_1_3,S_2_1_3_1,S_2_2_1,S_2_2_2,S_2_2_3,S_2_2_4,S_2_2_2_1,S_3_3,S_3_1_1,S_3_1_2,S_3_1_3,S_3_1_4,S_3_1_5,S_3_1_6,S_3_1_7,S_3_1_8,S_3_1_9,S_3_1_10,S_3_1_11,S_3_1_12,S_3_2_1,S_4_1,S_4_3,S_4_2_1,S_4_2_2,S_4_2_3,S_4_2_4,S_4_2_5,S_4_2_6,S_4_2_7,S_4_2_8,S_4_2_9,S_4_2_10,S_4_2_11,S_4_2_12,S_4_2_13,S_4_2_14,S_5_1,S_5_2,S_5_3,E_1_2_6_2,E_1_3_1,G_1_3_6,G_2_10_1,G_2_11_1,G_2_12_1,G_2_3_1,G_2_4_1,G_2_7_1,G_2_8_1,G_2_9_1
IQ2493740041,,20090816,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,57,63,40,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740062,,20090906,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740090,,20091004,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740118,,20091101,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740154,,20091207,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740188,,20100110,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.3,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740210,,20100201,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.6,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740238,,20100301,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,56,63,38,68,1,0.6,2,2,0.125,0,0.375,0.25,2,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,1.5,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,0.6,0.25,0.5,0,,0.375,1.5,0,,,0.6,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740272,,20100404,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,66,44,67,1,0.6,2,2,0.125,0,0.375,0.25,1.5,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740300,,20100502,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,66,44,67,1,0.6,2,2,0.125,0,0.375,0.25,1.5,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,3,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740335,,20100606,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,64,44,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,2.4,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740363,,20100704,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,59,64,46,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,2.4,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740391,,20100801,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,59,64,46,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,2.4,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740422,,20100901,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,59,64,46,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,2.4,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740454,,20101003,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,59,64,46,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,2.4,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,3,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740483,,20101101,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,60,44,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740517,,20101205,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,60,44,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740545,,20110102,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,58,60,44,68,1.041666,0.625,2.083333,2.083333,,,0.390625,0.260416,1.5625,0,0,3.125,,,,,,1.041666,,,1.302083,,0.520833,0.520833,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0,0,0.75,0.5,0,0,0.5,0,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,0,,0.375,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740580,,20110206,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,62,68,49,69,1,0.6,2,2,0.5,0.5,0.375,0.25,1.5,0,0,3,,,,,,1,,,1.25,,0.5,0.5,,,,1,3,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,2.4,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0.5,,,0,0,0,,,,,,,,,,,
IQ2493740608,,20110306,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,60,68,45,69,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,1.630434,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740636,,20110403,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,60,68,45,69,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,1.630434,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740664,,20110501,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,61,68,45,70,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,2.173913,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740699,,20110605,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,61,68,45,70,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,2.173913,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740727,,20110703,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,61,68,45,70,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,2.173913,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740756,,20110801,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,61,68,45,70,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,2.173913,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740790,,20110904,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,61,68,45,70,1.086956,1.086956,2.173913,2.173913,0.543478,0.543478,0.407608,0.271739,2.173913,0,0,3.260869,,,,,,,,,1.358695,,0.543478,0.543478,,,,1,2.4,0.5,0,,,,,,,,,3,,,,,,2.5,2.5,,,,,,,,,,,1,1.5,0,1.35,1.5,,,,,,,,,,,,0.3125,0,0.5,0.5,0.375,0,0.75,0.5,0.5,0.5,0.5,0.5,2.4,,0.75,0.5,3,,0,0.25,0.125,0,0,0,2.4,0,,,0.125,,,0.6,,,0.5,0.5,1.5,0.25,0.5,1,,1.125,1.5,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740818,,20111002,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,64,66,46,78,1.090909,2.181818,2.181818,0.545454,0.545454,0.545454,0.272727,0.136363,1.090909,0,0,8.727272,,,,,,,,,0.818181,,0.272727,0.545454,,,,1,2.4,1,0,,,,,,,,,3,,,,,,2,3,,,,,,,,,,,1,2,0,1.8,2,,,,,,,,,,,,0.25,0,0.25,0.25,0.3,0,0.6,0.5,1,0.25,0.25,0.25,3.4,,0.5625,0.375,1.5,,0,0.25,0.125,0,0,0,2.8,0,,,0.125,,,0.4,,,0.5,1,2,0.25,0.5,1,,0.75,1,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740853,,20111106,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,64,66,46,78,1.090909,2.181818,2.181818,0.545454,0.545454,0.545454,0.272727,0.136363,1.090909,0,0,8.727272,,,,,,,,,0.818181,,0.272727,0.545454,,,,1,2.4,1,0,,,,,,,,,3,,,,,,2,3,,,,,,,,,,,1,2,0,1.8,2,,,,,,,,,,,,0.25,0,0.25,0.25,0.3,0,0.6,0.5,1,0.25,0.25,0.25,3.4,,0.5625,0.375,1.5,,0,0.25,0.125,0,0,0,2.8,0,,,0.125,,,0.4,,,0.5,1,2,0.25,0.5,1,,0.75,1,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740881,,20111204,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,64,66,46,78,1.090909,2.181818,2.181818,0.545454,0.545454,0.545454,0.272727,0.136363,1.090909,0,0,8.727272,,,,,,,,,0.818181,,0.272727,0.545454,,,,1,2.4,1,0,,,,,,,,,3,,,,,,2,3,,,,,,,,,,,1,2,0,1.8,2,,,,,,,,,,,,0.25,0,0.25,0.25,0.3,0,0.6,0.5,1,0.25,0.25,0.25,3.4,,0.5625,0.375,1.5,,0,0.25,0.125,0,0,0,2.8,0,,,0.125,,,0.4,,,0.5,1,2,0.25,0.5,1,,0.75,1,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
IQ2493740909,,20120101,Apple Inc.,Technology Hardware,Type_A,Public,IQ24937,,North America,United States,,AAPL,NasdaqGS,64,66,46,78,1.090909,2.181818,2.181818,0.545454,0.545454,0.545454,0.272727,0.136363,1.090909,0,0,8.727272,,,,,,,,,0.818181,,0.272727,0.545454,,,,1,2.4,1,0,,,,,,,,,3,,,,,,2,3,,,,,,,,,,,1,2,0,1.8,2,,,,,,,,,,,,0.25,0,0.25,0.25,0.3,0,0.6,0.5,1,0.25,0.25,0.25,3.4,,0.5625,0.375,1.5,,0,0.25,0.125,0,0,0,2.8,0,,,0.125,,,0.4,,,0.5,1,2,0.25,0.5,1,,0.75,1,0,,,1.5,,,,,,,,,,,,,0,1,3,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,
